finding_id,repo,commit,rule_id,title,claim,file,line,end_line,source_context,schema_excerpt,double_label,label,fp_cause,rationale,label_2,fp_cause_2,rationale_2
R28-101,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `stockDetail.findUnique()` inside a loop,"`stockDetail.findUnique()` in module scope runs once per iteration of the for-of loop on line 355. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,360,,"  350 |       const statusMap: Record<string, ItemStatus> = {
  351 |         stock_out: 'sold', damaged: 'damaged', disposal: 'disposed',
  352 |         borrowed: 'borrowed', lost: 'lost', pre_deployment: 'deployed', repair_out: 'repair', defective: 'defective',
  353 |       };
  354 | 
  355 |       for (const item of items) {
  356 |         const qty = item.quantity || 1;
  357 | 
  358 |         if (item.stockDetailId) {
  359 |           // Explicit unit selected by the user — always qty 1
> 360 |           const existing = await tx.stockDetail.findUnique({
  361 |             where: { id: item.stockDetailId },
  362 |           });
  363 |           if (!existing || existing.productId !== item.productId) {
  364 |             throw new Error('Selected inventory item does not match the selected product.');
  365 |           }
  366 |           if (movementType !== 'found' && item.fromLocationId && existing.currentLocationId !== item.fromLocationId) {
  367 |             throw new Error('Selected inventory item is not in the source location.');
  368 |           }
  369 | 
  370 |           if (movementType === 'transfer') {","model StockDetail {
  id                String     @id @default(cuid())
  stockId           String?    @unique  // e.g., STK-000001 (auto-generated)
  assetTag          String?    @unique  // custom internal tag e.g. IMS-2026-000001
  barcode           String?
  productId         String
  product           Product    @relation(fields: [productId], references: [id], onDelete: Cascade)
  modelNumber       String?
  serialNumber      String?
  macId             String?
  dateStock         DateTime?
  brand             String?
  itemType          String?
  condition         ItemCondition? @default(new)
  warrantyExpiry    DateTime?
  warrantyNotes     String?
  currentStatus     ItemStatus @default(active)
  currentLocationId String?
  currentLocation   Location?  @relation(fields: [currentLocationId], references: [id], onDelete: SetNull)
  custodian         String?
  lastCheckedDate   DateTime?
  checkedBy         String?
  notes             String?
  movementItems     StockMovementItem[]
  createdAt         DateTime   @default(now())
  updatedAt         DateTime   @updatedAt

  @@index([stockId])
  @@index([productId])
  @@index([currentLocationId])
  @@index([currentStatus])
}",no,,,,,,
R28-102,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `stockDetail.update()` inside a loop,"`stockDetail.update()` in module scope runs once per iteration of the for-of loop on line 355. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,374,,"  364 |             throw new Error('Selected inventory item does not match the selected product.');
  365 |           }
  366 |           if (movementType !== 'found' && item.fromLocationId && existing.currentLocationId !== item.fromLocationId) {
  367 |             throw new Error('Selected inventory item is not in the source location.');
  368 |           }
  369 | 
  370 |           if (movementType === 'transfer') {
  371 |             if (existing.currentStatus !== 'active') {
  372 |               throw new Error('Cannot transfer an item that is not active in the source location.');
  373 |             }
> 374 |             await tx.stockDetail.update({
  375 |               where: { id: item.stockDetailId },
  376 |               data: { currentLocationId: item.toLocationId || null },
  377 |             });
  378 |           } else if (movementType === 'moved_to_department') {
  379 |             if (existing.currentStatus !== 'active') {
  380 |               throw new Error('Only active inventory items can be transferred to another department.');
  381 |             }
  382 |             const sourceProduct = await tx.product.findUnique({
  383 |               where: { id: existing.productId },
  384 |               include: { category: true },","model StockDetail {
  id                String     @id @default(cuid())
  stockId           String?    @unique  // e.g., STK-000001 (auto-generated)
  assetTag          String?    @unique  // custom internal tag e.g. IMS-2026-000001
  barcode           String?
  productId         String
  product           Product    @relation(fields: [productId], references: [id], onDelete: Cascade)
  modelNumber       String?
  serialNumber      String?
  macId             String?
  dateStock         DateTime?
  brand             String?
  itemType          String?
  condition         ItemCondition? @default(new)
  warrantyExpiry    DateTime?
  warrantyNotes     String?
  currentStatus     ItemStatus @default(active)
  currentLocationId String?
  currentLocation   Location?  @relation(fields: [currentLocationId], references: [id], onDelete: SetNull)
  custodian         String?
  lastCheckedDate   DateTime?
  checkedBy         String?
  notes             String?
  movementItems     StockMovementItem[]
  createdAt         DateTime   @default(now())
  updatedAt         DateTime   @updatedAt

  @@index([stockId])
  @@index([productId])
  @@index([currentLocationId])
  @@index([currentStatus])
}",no,,,,,,
R28-103,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `product.findUnique()` inside a loop,"`product.findUnique()` in module scope runs once per iteration of the for-of loop on line 355. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,382,,"  372 |               throw new Error('Cannot transfer an item that is not active in the source location.');
  373 |             }
  374 |             await tx.stockDetail.update({
  375 |               where: { id: item.stockDetailId },
  376 |               data: { currentLocationId: item.toLocationId || null },
  377 |             });
  378 |           } else if (movementType === 'moved_to_department') {
  379 |             if (existing.currentStatus !== 'active') {
  380 |               throw new Error('Only active inventory items can be transferred to another department.');
  381 |             }
> 382 |             const sourceProduct = await tx.product.findUnique({
  383 |               where: { id: existing.productId },
  384 |               include: { category: true },
  385 |             });
  386 |             if (!sourceProduct) {
  387 |               throw new Error('Product not found for selected inventory item.');
  388 |             }
  389 |             if (item.toLocationId) {
  390 |               const toLocation = await tx.location.findUnique({ where: { id: item.toLocationId }, select: { departmentId: true } });
  391 |               if (!toLocation || toLocation.departmentId !== toDepartmentId) {
  392 |                 throw new Error('New location must belong to the destination department.');","model Product {
  id                  String     @id @default(cuid())
  sku                 String     @unique
  name                String
  description         String?
  categoryId          String
  category            Category   @relation(fields: [categoryId], references: [id], onDelete: Cascade)
  departmentId        String?
  department          Department? @relation(fields: [departmentId], references: [id], onDelete: SetNull)
  unit                String     @default(""pcs"") // pcs, dozen, box, pack, g, kg, mg, oz, lb, ton, ml, liter, gallon, cup, mm, cm, m, km, inch, ft, yard, cm2, m2, roll, sheet, can, bottle, bag, carton
  currentStock        Int        @default(0)
  lowStockThreshold   Int        @default(10)
  locationId          String?
  location            Location?  @relation(fields: [locationId], references: [id], onDelete: SetNull)
  supplier            String?    // Vendor/supplier name
  unitPrice           Float?     // Cost or selling price per unit
  status              ProductStatus @default(active)
  expiryDate          DateTime?  // For perishable/time-sensitive items
  leadTimeDays        Int?       // Days until new stock arrives
  notes               String?    // Product-specific notes
  source              String?    // manual, csv_import, unknown
  csvImportId         String?    // batch ID assigned per CSV import session
  pendingApproval     Boolean    @default(false)
  archivedAt          DateTime?
  archivedBy          String?
  createdAt           DateTime   @default(now())
  updatedAt           DateTime   @updatedAt
  movementItems       StockMovementItem[] @relation(""ProductMovementItems"")
  stockDetails        StockDetail[]
  editRequests        EditRequest[]

  @@index([departmentId])
  @@index([categoryId])
  @@index([locationId])
  @@index([status])
  @@index([pendingApproval])
  @@index([currentStock])
}",no,,,,,,
R28-104,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `location.findUnique()` inside a loop,"`location.findUnique()` in module scope runs once per iteration of the for-of loop on line 355. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,390,,"  380 |               throw new Error('Only active inventory items can be transferred to another department.');
  381 |             }
  382 |             const sourceProduct = await tx.product.findUnique({
  383 |               where: { id: existing.productId },
  384 |               include: { category: true },
  385 |             });
  386 |             if (!sourceProduct) {
  387 |               throw new Error('Product not found for selected inventory item.');
  388 |             }
  389 |             if (item.toLocationId) {
> 390 |               const toLocation = await tx.location.findUnique({ where: { id: item.toLocationId }, select: { departmentId: true } });
  391 |               if (!toLocation || toLocation.departmentId !== toDepartmentId) {
  392 |                 throw new Error('New location must belong to the destination department.');
  393 |               }
  394 |             }
  395 |             const destinationProduct = await findOrCreateDestinationProduct(sourceProduct, item.toLocationId || null);
  396 |             await tx.stockDetail.update({
  397 |               where: { id: item.stockDetailId },
  398 |               data: {
  399 |                 productId: destinationProduct.id,
  400 |                 currentLocationId: item.toLocationId || null,","model Location {
  id          String     @id @default(cuid())
  name        String
  type        LocationType
  parentId    String?
  parent      Location?  @relation(""LocationParent"", fields: [parentId], references: [id], onDelete: Cascade)
  children    Location[] @relation(""LocationParent"")
  departmentId String?
  department  Department? @relation(fields: [departmentId], references: [id], onDelete: SetNull)
  notes                    String?
  createdAt                DateTime   @default(now())
  updatedAt                DateTime   @updatedAt
  products                 Product[]
  stockDetails             StockDetail[]
  movementItemsFromLocation StockMovementItem[] @relation(""MovementItemFromLocation"")
  movementItemsToLocation   StockMovementItem[] @relation(""MovementItemToLocation"")
  floorPlans               FloorPlan[]

  @@index([departmentId])
  @@index([parentId])
}",no,,,,,,
R28-105,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `stockDetail.update()` inside a loop,"`stockDetail.update()` in module scope runs once per iteration of the for-of loop on line 355. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,396,,"  386 |             if (!sourceProduct) {
  387 |               throw new Error('Product not found for selected inventory item.');
  388 |             }
  389 |             if (item.toLocationId) {
  390 |               const toLocation = await tx.location.findUnique({ where: { id: item.toLocationId }, select: { departmentId: true } });
  391 |               if (!toLocation || toLocation.departmentId !== toDepartmentId) {
  392 |                 throw new Error('New location must belong to the destination department.');
  393 |               }
  394 |             }
  395 |             const destinationProduct = await findOrCreateDestinationProduct(sourceProduct, item.toLocationId || null);
> 396 |             await tx.stockDetail.update({
  397 |               where: { id: item.stockDetailId },
  398 |               data: {
  399 |                 productId: destinationProduct.id,
  400 |                 currentLocationId: item.toLocationId || null,
  401 |               },
  402 |             });
  403 |             trackDepartmentTransfer(sourceProduct.id, destinationProduct.id);
  404 |           } else if (RESTORING_TYPES[movementType as MovementType]) {
  405 |             const expectedStatus = RESTORING_TYPES[movementType as MovementType];
  406 |             if (existing.currentStatus !== expectedStatus) {","model StockDetail {
  id                String     @id @default(cuid())
  stockId           String?    @unique  // e.g., STK-000001 (auto-generated)
  assetTag          String?    @unique  // custom internal tag e.g. IMS-2026-000001
  barcode           String?
  productId         String
  product           Product    @relation(fields: [productId], references: [id], onDelete: Cascade)
  modelNumber       String?
  serialNumber      String?
  macId             String?
  dateStock         DateTime?
  brand             String?
  itemType          String?
  condition         ItemCondition? @default(new)
  warrantyExpiry    DateTime?
  warrantyNotes     String?
  currentStatus     ItemStatus @default(active)
  currentLocationId String?
  currentLocation   Location?  @relation(fields: [currentLocationId], references: [id], onDelete: SetNull)
  custodian         String?
  lastCheckedDate   DateTime?
  checkedBy         String?
  notes             String?
  movementItems     StockMovementItem[]
  createdAt         DateTime   @default(now())
  updatedAt         DateTime   @updatedAt

  @@index([stockId])
  @@index([productId])
  @@index([currentLocationId])
  @@index([currentStatus])
}",no,,,,,,
R28-106,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `stockDetail.update()` inside a loop,"`stockDetail.update()` in module scope runs once per iteration of the for-of loop on line 355. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,410,,"  400 |                 currentLocationId: item.toLocationId || null,
  401 |               },
  402 |             });
  403 |             trackDepartmentTransfer(sourceProduct.id, destinationProduct.id);
  404 |           } else if (RESTORING_TYPES[movementType as MovementType]) {
  405 |             const expectedStatus = RESTORING_TYPES[movementType as MovementType];
  406 |             if (existing.currentStatus !== expectedStatus) {
  407 |               const labelMap: Partial<Record<MovementType, string>> = { returned: 'Returned', post_deployment: 'Post Deployment', repair_return: 'Repair Return', found: 'Found' };
  408 |               throw new Error(`${labelMap[movementType as MovementType] ?? movementType} movements require an item currently marked ${expectedStatus}.`);
  409 |             }
> 410 |             await tx.stockDetail.update({
  411 |               where: { id: item.stockDetailId },
  412 |               data: {
  413 |                 currentStatus: 'active',
  414 |                 currentLocationId: item.toLocationId || null,
  415 |               },
  416 |             });
  417 |           } else if (movementType === 'adjustment' && qty < 0) {
  418 |             if (existing.currentStatus !== 'active') {
  419 |               throw new Error('Cannot update item status. The selected item is not active.');
  420 |             }","model StockDetail {
  id                String     @id @default(cuid())
  stockId           String?    @unique  // e.g., STK-000001 (auto-generated)
  assetTag          String?    @unique  // custom internal tag e.g. IMS-2026-000001
  barcode           String?
  productId         String
  product           Product    @relation(fields: [productId], references: [id], onDelete: Cascade)
  modelNumber       String?
  serialNumber      String?
  macId             String?
  dateStock         DateTime?
  brand             String?
  itemType          String?
  condition         ItemCondition? @default(new)
  warrantyExpiry    DateTime?
  warrantyNotes     String?
  currentStatus     ItemStatus @default(active)
  currentLocationId String?
  currentLocation   Location?  @relation(fields: [currentLocationId], references: [id], onDelete: SetNull)
  custodian         String?
  lastCheckedDate   DateTime?
  checkedBy         String?
  notes             String?
  movementItems     StockMovementItem[]
  createdAt         DateTime   @default(now())
  updatedAt         DateTime   @updatedAt

  @@index([stockId])
  @@index([productId])
  @@index([currentLocationId])
  @@index([currentStatus])
}",no,,,,,,
R28-107,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `stockDetail.update()` inside a loop,"`stockDetail.update()` in module scope runs once per iteration of the for-of loop on line 355. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,421,,"  411 |               where: { id: item.stockDetailId },
  412 |               data: {
  413 |                 currentStatus: 'active',
  414 |                 currentLocationId: item.toLocationId || null,
  415 |               },
  416 |             });
  417 |           } else if (movementType === 'adjustment' && qty < 0) {
  418 |             if (existing.currentStatus !== 'active') {
  419 |               throw new Error('Cannot update item status. The selected item is not active.');
  420 |             }
> 421 |             await tx.stockDetail.update({
  422 |               where: { id: item.stockDetailId },
  423 |               data: { currentStatus: 'sold', currentLocationId: item.toLocationId || null },
  424 |             });
  425 |           } else if (DEDUCTING_TYPES.includes(movementType as MovementType) || STATUS_ONLY_TYPES.includes(movementType as MovementType)) {
  426 |             if (existing.currentStatus !== 'active') {
  427 |               throw new Error('Cannot update item status. The selected item is not active in the source location.');
  428 |             }
  429 |             await tx.stockDetail.update({
  430 |               where: { id: item.stockDetailId },
  431 |               data: {","model StockDetail {
  id                String     @id @default(cuid())
  stockId           String?    @unique  // e.g., STK-000001 (auto-generated)
  assetTag          String?    @unique  // custom internal tag e.g. IMS-2026-000001
  barcode           String?
  productId         String
  product           Product    @relation(fields: [productId], references: [id], onDelete: Cascade)
  modelNumber       String?
  serialNumber      String?
  macId             String?
  dateStock         DateTime?
  brand             String?
  itemType          String?
  condition         ItemCondition? @default(new)
  warrantyExpiry    DateTime?
  warrantyNotes     String?
  currentStatus     ItemStatus @default(active)
  currentLocationId String?
  currentLocation   Location?  @relation(fields: [currentLocationId], references: [id], onDelete: SetNull)
  custodian         String?
  lastCheckedDate   DateTime?
  checkedBy         String?
  notes             String?
  movementItems     StockMovementItem[]
  createdAt         DateTime   @default(now())
  updatedAt         DateTime   @updatedAt

  @@index([stockId])
  @@index([productId])
  @@index([currentLocationId])
  @@index([currentStatus])
}",no,,,,,,
R28-108,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `stockDetail.update()` inside a loop,"`stockDetail.update()` in module scope runs once per iteration of the for-of loop on line 355. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,429,,"  419 |               throw new Error('Cannot update item status. The selected item is not active.');
  420 |             }
  421 |             await tx.stockDetail.update({
  422 |               where: { id: item.stockDetailId },
  423 |               data: { currentStatus: 'sold', currentLocationId: item.toLocationId || null },
  424 |             });
  425 |           } else if (DEDUCTING_TYPES.includes(movementType as MovementType) || STATUS_ONLY_TYPES.includes(movementType as MovementType)) {
  426 |             if (existing.currentStatus !== 'active') {
  427 |               throw new Error('Cannot update item status. The selected item is not active in the source location.');
  428 |             }
> 429 |             await tx.stockDetail.update({
  430 |               where: { id: item.stockDetailId },
  431 |               data: {
  432 |                 currentStatus: statusMap[movementType] ?? 'sold',
  433 |                 currentLocationId: item.toLocationId || (STATUS_ONLY_TYPES.includes(movementType as MovementType) ? existing.currentLocationId : null),
  434 |               },
  435 |             });
  436 |           }
  437 |           usedIds.add(item.stockDetailId);
  438 |           processedItems.push({
  439 |             stockDetailId: item.stockDetailId,","model StockDetail {
  id                String     @id @default(cuid())
  stockId           String?    @unique  // e.g., STK-000001 (auto-generated)
  assetTag          String?    @unique  // custom internal tag e.g. IMS-2026-000001
  barcode           String?
  productId         String
  product           Product    @relation(fields: [productId], references: [id], onDelete: Cascade)
  modelNumber       String?
  serialNumber      String?
  macId             String?
  dateStock         DateTime?
  brand             String?
  itemType          String?
  condition         ItemCondition? @default(new)
  warrantyExpiry    DateTime?
  warrantyNotes     String?
  currentStatus     ItemStatus @default(active)
  currentLocationId String?
  currentLocation   Location?  @relation(fields: [currentLocationId], references: [id], onDelete: SetNull)
  custodian         String?
  lastCheckedDate   DateTime?
  checkedBy         String?
  notes             String?
  movementItems     StockMovementItem[]
  createdAt         DateTime   @default(now())
  updatedAt         DateTime   @updatedAt

  @@index([stockId])
  @@index([productId])
  @@index([currentLocationId])
  @@index([currentStatus])
}",no,,,,,,
R28-109,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `product.findUnique()` inside a loop,"`product.findUnique()` in module scope runs once per iteration of the for-of loop on line 355. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,447,,"  437 |           usedIds.add(item.stockDetailId);
  438 |           processedItems.push({
  439 |             stockDetailId: item.stockDetailId,
  440 |             productId: item.productId,
  441 |             quantity: STATUS_ONLY_TYPES.includes(movementType as MovementType) ? 0 : qty < 0 ? -1 : 1,
  442 |             fromLocationId: item.fromLocationId || existing.currentLocationId || null,
  443 |             toLocationId: item.toLocationId || null,
  444 |             reason: item.reason || null,
  445 |           });
  446 |         } else if (item.productId) {
> 447 |           const product = await tx.product.findUnique({ where: { id: item.productId }, include: { category: true } });
  448 | 
  449 |           if (movementType === 'transfer') {
  450 |             for (let i = 0; i < qty; i++) {
  451 |               const existing = await tx.stockDetail.findFirst({
  452 |                 where: {
  453 |                   productId: item.productId,
  454 |                   currentStatus: 'active',
  455 |                   id: { notIn: [...usedIds] },
  456 |                   ...(item.fromLocationId ? { currentLocationId: item.fromLocationId } : {}),
  457 |                 },","model Product {
  id                  String     @id @default(cuid())
  sku                 String     @unique
  name                String
  description         String?
  categoryId          String
  category            Category   @relation(fields: [categoryId], references: [id], onDelete: Cascade)
  departmentId        String?
  department          Department? @relation(fields: [departmentId], references: [id], onDelete: SetNull)
  unit                String     @default(""pcs"") // pcs, dozen, box, pack, g, kg, mg, oz, lb, ton, ml, liter, gallon, cup, mm, cm, m, km, inch, ft, yard, cm2, m2, roll, sheet, can, bottle, bag, carton
  currentStock        Int        @default(0)
  lowStockThreshold   Int        @default(10)
  locationId          String?
  location            Location?  @relation(fields: [locationId], references: [id], onDelete: SetNull)
  supplier            String?    // Vendor/supplier name
  unitPrice           Float?     // Cost or selling price per unit
  status              ProductStatus @default(active)
  expiryDate          DateTime?  // For perishable/time-sensitive items
  leadTimeDays        Int?       // Days until new stock arrives
  notes               String?    // Product-specific notes
  source              String?    // manual, csv_import, unknown
  csvImportId         String?    // batch ID assigned per CSV import session
  pendingApproval     Boolean    @default(false)
  archivedAt          DateTime?
  archivedBy          String?
  createdAt           DateTime   @default(now())
  updatedAt           DateTime   @updatedAt
  movementItems       StockMovementItem[] @relation(""ProductMovementItems"")
  stockDetails        StockDetail[]
  editRequests        EditRequest[]

  @@index([departmentId])
  @@index([categoryId])
  @@index([locationId])
  @@index([status])
  @@index([pendingApproval])
  @@index([currentStock])
}",no,,,,,,
R28-110,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `stockDetail.findFirst()` inside a loop,"`stockDetail.findFirst()` in module scope runs once per iteration of the for loop on line 450. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,451,,"  441 |             quantity: STATUS_ONLY_TYPES.includes(movementType as MovementType) ? 0 : qty < 0 ? -1 : 1,
  442 |             fromLocationId: item.fromLocationId || existing.currentLocationId || null,
  443 |             toLocationId: item.toLocationId || null,
  444 |             reason: item.reason || null,
  445 |           });
  446 |         } else if (item.productId) {
  447 |           const product = await tx.product.findUnique({ where: { id: item.productId }, include: { category: true } });
  448 | 
  449 |           if (movementType === 'transfer') {
  450 |             for (let i = 0; i < qty; i++) {
> 451 |               const existing = await tx.stockDetail.findFirst({
  452 |                 where: {
  453 |                   productId: item.productId,
  454 |                   currentStatus: 'active',
  455 |                   id: { notIn: [...usedIds] },
  456 |                   ...(item.fromLocationId ? { currentLocationId: item.fromLocationId } : {}),
  457 |                 },
  458 |                 orderBy: { createdAt: 'desc' },
  459 |               });
  460 |               if (!existing) {
  461 |                 throw new Error(`Cannot transfer ${qty} item(s). Only ${i} active item(s) available in the source location.`);","model StockDetail {
  id                String     @id @default(cuid())
  stockId           String?    @unique  // e.g., STK-000001 (auto-generated)
  assetTag          String?    @unique  // custom internal tag e.g. IMS-2026-000001
  barcode           String?
  productId         String
  product           Product    @relation(fields: [productId], references: [id], onDelete: Cascade)
  modelNumber       String?
  serialNumber      String?
  macId             String?
  dateStock         DateTime?
  brand             String?
  itemType          String?
  condition         ItemCondition? @default(new)
  warrantyExpiry    DateTime?
  warrantyNotes     String?
  currentStatus     ItemStatus @default(active)
  currentLocationId String?
  currentLocation   Location?  @relation(fields: [currentLocationId], references: [id], onDelete: SetNull)
  custodian         String?
  lastCheckedDate   DateTime?
  checkedBy         String?
  notes             String?
  movementItems     StockMovementItem[]
  createdAt         DateTime   @default(now())
  updatedAt         DateTime   @updatedAt

  @@index([stockId])
  @@index([productId])
  @@index([currentLocationId])
  @@index([currentStatus])
}",no,,,,,,
R28-111,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `stockDetail.update()` inside a loop,"`stockDetail.update()` in module scope runs once per iteration of the for loop on line 450. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,463,,"  453 |                   productId: item.productId,
  454 |                   currentStatus: 'active',
  455 |                   id: { notIn: [...usedIds] },
  456 |                   ...(item.fromLocationId ? { currentLocationId: item.fromLocationId } : {}),
  457 |                 },
  458 |                 orderBy: { createdAt: 'desc' },
  459 |               });
  460 |               if (!existing) {
  461 |                 throw new Error(`Cannot transfer ${qty} item(s). Only ${i} active item(s) available in the source location.`);
  462 |               }
> 463 |               await tx.stockDetail.update({
  464 |                 where: { id: existing.id },
  465 |                 data: { currentLocationId: item.toLocationId || null },
  466 |               });
  467 |               usedIds.add(existing.id);
  468 |               processedItems.push({
  469 |                 stockDetailId: existing.id,
  470 |                 productId: item.productId,
  471 |                 quantity: STATUS_ONLY_TYPES.includes(movementType as MovementType) ? 0 : 1,
  472 |                 fromLocationId: item.fromLocationId || null,
  473 |                 toLocationId: item.toLocationId || null,","model StockDetail {
  id                String     @id @default(cuid())
  stockId           String?    @unique  // e.g., STK-000001 (auto-generated)
  assetTag          String?    @unique  // custom internal tag e.g. IMS-2026-000001
  barcode           String?
  productId         String
  product           Product    @relation(fields: [productId], references: [id], onDelete: Cascade)
  modelNumber       String?
  serialNumber      String?
  macId             String?
  dateStock         DateTime?
  brand             String?
  itemType          String?
  condition         ItemCondition? @default(new)
  warrantyExpiry    DateTime?
  warrantyNotes     String?
  currentStatus     ItemStatus @default(active)
  currentLocationId String?
  currentLocation   Location?  @relation(fields: [currentLocationId], references: [id], onDelete: SetNull)
  custodian         String?
  lastCheckedDate   DateTime?
  checkedBy         String?
  notes             String?
  movementItems     StockMovementItem[]
  createdAt         DateTime   @default(now())
  updatedAt         DateTime   @updatedAt

  @@index([stockId])
  @@index([productId])
  @@index([currentLocationId])
  @@index([currentStatus])
}",no,,,,,,
R28-112,riigait/ims,969256b3152d5505cb7d5a05c0756deb371e1214,N_PLUS_ONE_IN_LOOP,N+1 query: `stockDetail.findFirst()` inside a loop,"`stockDetail.findFirst()` in module scope runs once per iteration of the for loop on line 481. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",backend/src/routes/stockMovements.ts,482,,"  472 |                 fromLocationId: item.fromLocationId || null,
  473 |                 toLocationId: item.toLocationId || null,
  474 |                 reason: item.reason || null,
  475 |               });
  476 |             }
  477 |           } else if (movementType === 'moved_to_department') {
  478 |             if (!product) {
  479 |               throw new Error('Product not found.');
  480 |             }
  481 |             for (let i = 0; i < qty; i++) {
> 482 |               const existing = await tx.stockDetail.findFirst({
  483 |                 where: {
  484 |                   productId: item.productId,
  485 |                   currentStatus: 'active',
  486 |                   id: { notIn: [...usedIds] },
  487 |                   ...(item.fromLocationId ? { currentLocationId: item.fromLocationId } : {}),
  488 |                 },
  489 |                 orderBy: { createdAt: 'desc' },
  490 |               });
  491 |               if (!existing) {
  492 |                 throw new Error(`Cannot transfer ${qty} item(s). Only ${i} active item(s) available in the source department.`);","model StockDetail {
  id                String     @id @default(cuid())
  stockId           String?    @unique  // e.g., STK-000001 (auto-generated)
  assetTag          String?    @unique  // custom internal tag e.g. IMS-2026-000001
  barcode           String?
  productId         String
  product           Product    @relation(fields: [productId], references: [id], onDelete: Cascade)
  modelNumber       String?
  serialNumber      String?
  macId             String?
  dateStock         DateTime?
  brand             String?
  itemType          String?
  condition         ItemCondition? @default(new)
  warrantyExpiry    DateTime?
  warrantyNotes     String?
  currentStatus     ItemStatus @default(active)
  currentLocationId String?
  currentLocation   Location?  @relation(fields: [currentLocationId], references: [id], onDelete: SetNull)
  custodian         String?
  lastCheckedDate   DateTime?
  checkedBy         String?
  notes             String?
  movementItems     StockMovementItem[]
  createdAt         DateTime   @default(now())
  updatedAt         DateTime   @updatedAt

  @@index([stockId])
  @@index([productId])
  @@index([currentLocationId])
  @@index([currentStatus])
}",yes,,,,,,
