finding_id,severity,confidence,fingerprint
R26-260,MEDIUM,MEDIUM,44644c60f77b6f83374fa107186f4c7b
R26-261,MEDIUM,MEDIUM,24d3903c09e4b0003a240eec02573c8a
R26-262,HIGH,MEDIUM,313a239e64b7d5dca548e16f9a48a42f
R26-263,HIGH,MEDIUM,eb8841ae6bf266c37d38331958d9b42b
R26-264,HIGH,MEDIUM,41be0fdb98f2f6cafdd3fbc41bb69c7c
R26-265,HIGH,MEDIUM,fa673eaac5f710971474cb0f2c3a87e4
R26-266,HIGH,MEDIUM,07c678bc898144bb09c176922d8f395f
R26-267,HIGH,MEDIUM,92531ef9075e540f4277e9d0e6a5ad78
R26-268,HIGH,MEDIUM,76e77f586b4890a3a777883cf8615128
R26-269,HIGH,MEDIUM,1e51895e8ca377a90ceda55937f6c9a3
R26-270,HIGH,MEDIUM,9b7ea0135fd2091a3ae2a6010da54a4f
R26-271,HIGH,MEDIUM,bd4b09dd641026ac8f5f24c4ab5d45c1
R26-272,HIGH,MEDIUM,53c113f319643ccaf949b952c8f22255
R26-273,HIGH,MEDIUM,4fded3b20fb970866cd1f9c40b7eeae3
R26-274,HIGH,MEDIUM,336670188d400f83ce2098aa716ac0fd
R26-275,HIGH,MEDIUM,16463d1ef7715cad1cbb99211189d6b1
R26-276,HIGH,MEDIUM,f2ea200df1d6fbc5a33219bb84fb3c82
R26-277,HIGH,MEDIUM,7b184d3c6e8802f5e82d41829ef35fbe
R26-278,HIGH,MEDIUM,479b389bc7a8823e186fa839793fafcf
R26-279,HIGH,MEDIUM,437654b982d54af66770c3ded6ad5389
R26-280,HIGH,MEDIUM,51c1c6d19a83ab37d31c4daaf89e9467
R26-281,HIGH,MEDIUM,ea05b2cfeec1dfbfeaa194d294e34e6c
R26-282,HIGH,MEDIUM,b6094d3a84cfb9effb8ff7ec55493aaa
R26-283,MEDIUM,HIGH,bc234d5db5304db47902417f48b804dc
R26-284,HIGH,MEDIUM,53424e57e18e5a0644678d2132e128e8
R27-001,HIGH,MEDIUM,5b215298dfe81b655406a254ab61c1eb
R27-002,HIGH,MEDIUM,0dd52654437d86f998364bcf8c05a2ae
R27-003,MEDIUM,MEDIUM,685850651c6f6277bfc71f96723dacdb
R27-004,MEDIUM,MEDIUM,846a5cbda250958809fbf14dab74f4b6
R28-001,HIGH,HIGH,a9e282b1b69ffc6951f47a27f9e1a0e1
R28-002,MEDIUM,HIGH,be6baf0afbd431fbb2cab0342538357b
R28-003,HIGH,HIGH,a7aba6941811d3585e4cb54f927dc263
R28-004,HIGH,HIGH,64a1a2a4d1e00622557fda995abc82fb
R28-005,MEDIUM,HIGH,eeb64ade9dd4dd3534023df090d99a12
R28-006,MEDIUM,HIGH,e52e83d0bc42561221b58ca3be899c0e
R28-007,MEDIUM,HIGH,af7da4070671f242e1d7a38c7971b0a4
R28-008,MEDIUM,HIGH,b9ee4ef7aedf66fc58bb3fe15645cd35
R28-009,HIGH,MEDIUM,de1e7b628c94332987d3bda7df71a74b
R28-010,HIGH,MEDIUM,5358f8c0b703ba10375516c9360bd292
R28-011,HIGH,MEDIUM,4384b1dd4311f74c9b724918377448ba
R28-012,HIGH,MEDIUM,fa892671babe5a29973ea3262f5782ce
R28-013,HIGH,MEDIUM,b997b8798cb72c339eab712b3aa41e8e
R28-014,HIGH,MEDIUM,5e5787321a0bc8919d1cd0a0e6e06f31
R28-015,HIGH,MEDIUM,519dc1efa62ba48d41c195f98edd8f58
R28-016,HIGH,MEDIUM,648c4bb5d06ccea56c4c5fa156ed16bb
R28-017,HIGH,MEDIUM,1d35ec8591bb8918e2d5efa025fe3458
R28-018,MEDIUM,MEDIUM,6f620368e506777ac5471acbeb2416b7
R28-019,MEDIUM,MEDIUM,de85560570d0195644279b3a14d90905
R28-020,HIGH,HIGH,0024300f41097034f1e882e8db323fea
R28-021,MEDIUM,MEDIUM,1406bb7d92d2ae02cc8a66c8d03d886e
R28-022,MEDIUM,MEDIUM,95c9da9564f93d9404ceef182cfde5a4
R28-023,MEDIUM,MEDIUM,3e1451cfc739d6362f55cbddcef75034
R28-024,MEDIUM,MEDIUM,0764f49b8cad0d9ec16c12ad57ef9d80
R28-025,MEDIUM,MEDIUM,8e2994d29ce590f20628bf5398482bf1
R28-026,MEDIUM,MEDIUM,c03e2dd851c28155c79fc0c42f11c271
R28-027,MEDIUM,HIGH,59669e4b4f35e47356d535ec828867a6
R28-028,HIGH,MEDIUM,127c4c2026be00693e6419968ce4dfa6
R28-029,MEDIUM,MEDIUM,123e9d670053aa727b945a33532fec68
R28-030,MEDIUM,MEDIUM,374c4343d0a00c1e3a360b02dbd5103b
R28-031,MEDIUM,MEDIUM,0678ad52fbb9e250cb629cedbf1c520c
R28-032,MEDIUM,HIGH,7ea00a5c1ef802fbd195995599cf8ca5
R28-033,MEDIUM,MEDIUM,2134eedffdce09f0abdcb6c7e2fabad4
R28-034,MEDIUM,MEDIUM,72878bcdafd0ed513a729f477a060405
R28-035,MEDIUM,MEDIUM,8cc423fbadc719285111790f041b52c4
R28-036,MEDIUM,HIGH,f1ed25c92f0aa816aa8221d9a9c9541c
R28-037,MEDIUM,HIGH,9b650fcb068778fe8fb7c54517b230bb
R28-038,HIGH,MEDIUM,2f72e0103563a15cf448c126b75cafd3
R28-039,HIGH,MEDIUM,efcec25466fc82a8ae7a7957ca37a95e
R28-040,MEDIUM,MEDIUM,c7d86aa8fd24d25965a03258c8e4bbf6
R28-041,HIGH,MEDIUM,c4f657b22fa09ac6b1ece7b0a149c9f3
R28-042,MEDIUM,MEDIUM,491806f873768ea41b9a9d2b8d90fc56
R28-043,HIGH,MEDIUM,c424b8b43686dca9fdd9b144659eb407
R28-044,HIGH,MEDIUM,159fd5d650f8b8260f0f459dff3b24eb
R28-045,HIGH,MEDIUM,5097d78c5d69233a7adf7f4cbf3c589b
R28-046,HIGH,MEDIUM,90d5040f14390cc1c0adae423ffe28a9
R28-047,HIGH,MEDIUM,e8f1a9c75c38ed4dab4b4f82f86a097b
R28-048,HIGH,MEDIUM,fecae17123e8197c4c6fb942fd1fb970
R28-049,MEDIUM,MEDIUM,ff51574e3208cafbadde67f5c6241fdd
R28-050,MEDIUM,MEDIUM,e4a147d4af9a6b79618ea62024dbef1b
R28-051,MEDIUM,MEDIUM,f8c5eddf97a665464becf2b136fe0056
R28-052,MEDIUM,MEDIUM,6deedaf3ac75e7e55fc697be729e7f55
R28-053,HIGH,MEDIUM,09adac62b70231198153d882886c4053
R28-054,HIGH,MEDIUM,e7a9e88b1a514961b25db836dc4b10d5
R28-055,MEDIUM,HIGH,6e7c8d324edbe04e39d78c7ed4e7dc5e
R28-056,MEDIUM,MEDIUM,d42a9277d841380af8c58d04a3112fdf
R28-057,MEDIUM,HIGH,0f85fc57cce343de01edbf3c02d542c6
R28-058,HIGH,MEDIUM,9bfebaeccfba6fbc5cb5cf0a987f7b9b
R28-059,MEDIUM,MEDIUM,b13b525ab692b3c4372bd4e862b9061d
R28-060,HIGH,MEDIUM,e38a993bd4e5b50061dd59dddda0dea0
R28-061,MEDIUM,MEDIUM,243d434f83cd44424b2c2f40813a011f
R28-062,MEDIUM,MEDIUM,d4eedcf46bfd2767b2c026ab8ab81fcf
R28-063,HIGH,MEDIUM,936ba5faf94a08e9ffbc524c4d359621
R28-064,HIGH,LOW,f01ce6f97060f53c8dea89c609918d59
R28-065,MEDIUM,MEDIUM,d00a5b489609141821332672f814896a
R28-066,HIGH,MEDIUM,27676ace45336eeb996806ea736f31e3
R28-067,MEDIUM,MEDIUM,a1fa13c0d104a7bd5e2619a77f410e75
R28-068,HIGH,MEDIUM,364e2a3837c3232cb1e7dde615c680ff
R28-069,MEDIUM,MEDIUM,0c731890ad1ffb3d60028da8e50f87f4
R28-070,HIGH,MEDIUM,b809d269cf628c8bc2505b567e609f5f
R28-071,HIGH,MEDIUM,2941ac74204bf49e187c7781db963d72
R28-072,MEDIUM,HIGH,74bbe4407df19f290f0cb8e50f171d65
R28-073,HIGH,MEDIUM,c94e4b53c317305fa1a83baf7542fab7
R28-074,HIGH,HIGH,31139f21dbee430f540c23ca080f8957
R28-075,HIGH,HIGH,c596e05c3786deab73eeacc72f375cd6
R28-076,HIGH,HIGH,e0ba404623ff2236ce506a76f5c66125
R28-077,HIGH,HIGH,cb46ec2b7fe7b422f858f9e4b1d70b4d
R28-078,HIGH,HIGH,afd718905b02c3b54c516a2d2781c4a7
R28-079,HIGH,HIGH,84c532f350ad084d0748a0951559aaa2
R28-080,HIGH,HIGH,5f44ca0abaaef3e62ac07b765116b078
R28-081,HIGH,HIGH,b8769d91f659a042b08e0a1b40b00365
R28-082,HIGH,HIGH,776a0268847d91f982020c912b7b6c77
R28-083,HIGH,HIGH,37c09a924a45fbf5acccf80d32d22027
R28-084,HIGH,HIGH,8be1c387645ba18906e20bc91b487de7
R28-085,HIGH,MEDIUM,fac60cf373fa0c8cd78c3d19d52570ee
R28-086,MEDIUM,MEDIUM,3382cbc89be5f1efe0f0b4f299f5fdc9
R28-087,MEDIUM,MEDIUM,5cf8ea277547a82ebbfd5d2105551e2b
R28-088,MEDIUM,MEDIUM,8578fd1e48791fe122a86b1560e9a026
R28-089,HIGH,HIGH,2379307ddd237883db00bef2922c61e9
R28-090,HIGH,HIGH,729fd02766ab5dedce8375e68b984342
R28-091,MEDIUM,MEDIUM,93217b7ed662bab7d97174d7448b9048
R28-092,HIGH,HIGH,56533ead630e5468d093511d364d66ca
R28-093,MEDIUM,MEDIUM,0cb1b0c47cec0bc956c4db4b96679ea9
R28-094,MEDIUM,MEDIUM,d7126598addc728e4d288828c54e16f0
R28-095,MEDIUM,MEDIUM,c0f8f6ac7b60085605f7ce8acb61a85f
R28-096,HIGH,MEDIUM,8fc64073b0db8be595de922e4a88ca73
R28-097,MEDIUM,MEDIUM,5aea3bc8843150bd07f994cb29fc32d7
R28-098,HIGH,MEDIUM,908383b502348470ed463a86d5cf5910
R28-099,HIGH,MEDIUM,0167c2fa96771a4c94f735751b85341a
R28-100,HIGH,MEDIUM,666b6a8c4c74fa35773ef80ecb8d7f76
R28-101,HIGH,MEDIUM,aacd62f362f390db79ddeb9c1bddcb24
R28-102,HIGH,MEDIUM,55b5e71a4b9e06e71ccd6b3732922d27
R28-103,HIGH,MEDIUM,2d8cf2f76597f70e16c05ae4701d22ee
R28-104,HIGH,MEDIUM,6f875f295a54a704f21a85dc8658a8df
R28-105,HIGH,MEDIUM,e6378807fe6a60d34efc67904ccd3fa6
R28-106,HIGH,MEDIUM,b9062f6002d68a43975347ae74ff2410
R28-107,HIGH,MEDIUM,2704d250bff240e4932e62c46d231402
R28-108,HIGH,MEDIUM,8cf1d34e085e83f729dd8157e8f56aba
R28-109,HIGH,MEDIUM,b2023296aecaeb2f8f08a6d980ea73a4
R28-110,HIGH,MEDIUM,7e2e69521eb0268c4107b3492c07597b
R28-111,HIGH,MEDIUM,f232633971b200ce4f04c9b3e7af7645
R28-112,HIGH,MEDIUM,480ca58237f52b25aba8328939a93af1
R28-113,HIGH,MEDIUM,9d87910184025c4667887c54f69be2cc
R28-114,HIGH,MEDIUM,b24726665972e09b95f12392473ece38
R28-115,HIGH,MEDIUM,f47e1ee4e96a59fd58a12e74854354ed
R28-116,HIGH,MEDIUM,859311db3436ac81d9dea9e432c3e05b
R28-117,HIGH,MEDIUM,fe729af07a1bb454c60214e6b5007035
R28-118,HIGH,MEDIUM,5b51f9d429f1f4f3d583005a2eefe996
R28-119,HIGH,MEDIUM,6c089be6e9601bfd1a1795682e3a7cda
R28-120,HIGH,MEDIUM,1c8fc8799e5d42a6117a0992aee31273
R28-121,HIGH,MEDIUM,3ef23e384e5f555d949a72f866625d2e
R28-122,HIGH,MEDIUM,142c91102867dc494ed177a67783473b
R28-123,HIGH,MEDIUM,963dc365b7c75702a4db5ccb018b31b6
R28-124,HIGH,MEDIUM,92929daef09a8de7c2c6da5e35d5838e
R28-125,MEDIUM,MEDIUM,f52d7862aa64136eb510f4d999250d99
R28-126,HIGH,MEDIUM,0d8988832ee585292dc354e75f28560e
R28-127,HIGH,MEDIUM,b3f2d1ca19f91965cebb54189e33808f
R28-128,HIGH,MEDIUM,89f8d0f7e7c99fa27195d9baa91041af
R28-129,HIGH,MEDIUM,7060d27200df39d207e12bfa296cbff1
R28-130,MEDIUM,MEDIUM,59b3b37d29bf7deeb62ecae0629d2466
R28-131,HIGH,MEDIUM,e96147fb27b546e6970354010e94323c
R28-132,HIGH,MEDIUM,4f7772948b85fd0185e594f6b59bc67e
R28-133,MEDIUM,MEDIUM,cb75d189fbed86e365f764b65457a7f8
R28-134,HIGH,MEDIUM,e6b2c5e70ca87b6e3fe40b017e0f68fa
R28-135,HIGH,MEDIUM,ceec9b31c81a8478e5b7bad077e8f163
R28-136,HIGH,MEDIUM,74707497ce4decefd4e5484c1f9fa3f8
R28-137,MEDIUM,HIGH,2a7fafc5c7c4217db787b300dbd30127
R28-138,HIGH,MEDIUM,19d81cfaa7d51fca7f7f677f0906ee94
R28-139,MEDIUM,MEDIUM,8bc1b721847f1a834262d1a4e870042e
R28-140,HIGH,MEDIUM,9afa27ca8dda9f0cf97c760d8de51b99
R28-141,MEDIUM,HIGH,992e3558418cda36c97e196290d377e7
R28-142,MEDIUM,HIGH,6a403f483f7b5518df20611885a0c2b9
